sku,fetch_date,price,carat,cut,color,clarity,depth,tableth,girdle,symmetry,polish,culet,fluorescence,length,width,height,lnwdthratio,shape,pricePerCarat,certLab,certPresent
LD02690198,18/07/2012,2197,0.8,Very Good,D,SI2,60.6,58,Medium to Thick,Very Good,Very Good,None,Faint,9.93,4.85,2.94,2.05,MQ,2746,GIA,"true"
LD02702161,27/07/2012,615,0.34,Ideal,H,VS1,62.7,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.44,4.46,2.79,1,RD,1809,GIA,"true"
LD02709646,01/08/2012,2975,0.7,Ideal,D,SI1,61.8,57,Thin to Slightly Thick,Excellent,Very Good,None,Medium,5.7,5.68,3.52,1,RD,4250,GIA,"true"
LD02691283,19/07/2012,1695,0.47,Ideal,F,VVS2,61.8,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.98,4.95,3.07,1.01,RD,3606,GIA,"true"
LD02677144,11/07/2012,7357,1.02,Very Good,E,VVS2,68.9,63,Thick to Very Thick,Very Good,Excellent,None,None,5.52,5.5,3.79,1,CU,7213,GIA,"false"
LD02594013,26/07/2012,735,0.37,Very Good,E,VS1,62.6,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.57,4.59,2.86,1,RD,1986,GIA,"true"
LD02662037,01/07/2012,4204,0.71,Ideal,F,VVS2,62.2,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.72,5.7,3.55,1,RD,5921,GIA,"true"
LD02662166,01/07/2012,1323,0.61,Ideal,I,SI2,62.3,55,Slightly Thick to Slightly Thick,Excellent,Very Good,None,Faint,5.46,5.42,3.39,1.01,RD,2169,GIA,"true"
LD02666943,05/07/2012,621,0.3,Ideal,E,VS2,60.5,60,Medium to Slightly Thick,Excellent,Excellent,None,None,4.35,4.34,2.63,1,RD,2070,GIA,"true"
LD02667153,05/07/2012,728,0.32,Ideal,E,VS1,61.9,54,Thin to Medium,Excellent,Excellent,None,None,4.42,4.44,2.74,1,RD,2275,GIA,"true"
LD02691188,19/07/2012,492,0.3,Very Good,D,SI1,61.2,61,Very Thin to Slightly Thick,Excellent,Excellent,None,None,4.3,4.33,2.64,1.01,RD,1640,GIA,"true"
LD02690002,18/07/2012,991,0.39,Ideal,E,VVS2,59.5,60,Medium to Medium,Excellent,Excellent,None,None,4.77,4.74,2.83,1.01,RD,2541,GIA,"true"
LD02676360,11/07/2012,6452,0.9,Very Good,H,VVS1,63.8,57,Slightly Thick to Thick,Excellent,Excellent,None,Faint,6.05,6.03,3.85,1,RD,7169,GIA,"true"
LD02704515,28/07/2012,5727,1.02,Ideal,G,SI2,61.1,60,Medium to Slightly Thick,Excellent,Excellent,None,None,6.46,6.47,3.95,1,RD,5615,GIA,"true"
LD02669127,08/07/2012,396,0.3,Very Good,I,SI1,63.9,58,Medium to Thick,Very Good,Excellent,None,None,4.19,4.22,2.69,1.01,RD,1320,GIA,"true"
LD02657000,07/07/2012,861,0.32,Ideal,F,VVS1,61.5,54,Thin to Medium,Excellent,Excellent,None,None,4.4,4.43,2.72,1.01,RD,2691,GIA,"true"
LD02682017,15/07/2012,6438,1.07,Ideal,J,VS2,59.8,59,Medium to Medium,Excellent,Excellent,None,None,6.63,6.66,3.97,1,RD,6017,GIA,"true"
LD02716386,04/08/2012,386,0.3,Good,G,VS1,62.4,73,Slightly Thick to Very Thick,Very Good,Excellent,None,None,3.91,3.85,2.4,1.02,AS,1287,GIA,"true"
LD02743941,22/08/2012,796,0.26,Very Good,E,VVS1,61.2,56,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,4.13,4.12,2.53,1,RD,3062,GIA,"true"
LD02661718,01/07/2012,6240,0.93,Very Good,G,VVS2,63.8,56,Slightly Thick to Thick,Excellent,Excellent,None,None,6.16,6.12,3.92,1.01,RD,6710,GIA,"true"
LD02678979,13/07/2012,1122,0.56,Fair,H,SI2,71.2,58,Thin to Extremely Thick,Very Good,Excellent,None,None,4.68,4.67,3.32,1,CU,2004,GIA,"true"
LD02716160,04/08/2012,1680,0.51,Ideal,H,VS2,62.1,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.11,5.1,3.17,1,RD,3294,GIA,"true"
LD02720287,07/08/2012,613,0.37,Ideal,G,SI1,59.3,59,Medium to Medium,Excellent,Excellent,None,None,4.73,4.7,2.8,1.01,RD,1657,GIA,"true"
LD02767048,01/09/2012,859,0.51,Very Good,E,SI1,58.6,62,Slightly Thick to Very Thick,Good,Good,None,None,6.86,4.59,2.69,1.49,PS,1684,GIA,"true"
LD02718816,06/08/2012,17372,1.14,Ideal,D,VVS2,62.3,56,Thin to Slightly Thick,Excellent,Excellent,None,None,6.7,6.73,4.18,1,RD,15239,GIA,"true"
LD02733090,15/08/2012,6249,0.92,Very Good,G,VVS2,64.1,56,Medium to Slightly Thick,Excellent,Excellent,None,Medium Blue,6.13,6.16,3.94,1,RD,6792,GIA,"true"
LD02689521,22/07/2012,2235,0.5,Very Good,F,VVS1,62.6,57,Medium to Slightly Thick,Excellent,Excellent,Pointed,Faint,5.05,5.01,3.15,1.01,RD,4470,GIA,"true"
LD02705833,28/07/2012,8513,1.31,Ideal,I,VS2,62.3,57,Thin to Slightly Thick,Ideal,Ideal,Pointed,None,6.94,6.99,4.35,1.01,RD,6498,AGS,"false"
LD02685096,17/07/2012,2606,0.7,Ideal,E,SI2,60.1,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.74,5.77,3.46,1.01,RD,3723,GIA,"true"
LD02691147,19/07/2012,1080,0.51,Very Good,J,VS2,63.5,57,Slightly Thick to Thick,Excellent,Excellent,None,None,5.01,5.04,3.19,1.01,RD,2118,GIA,"true"
LD02678405,12/07/2012,7984,1.06,Ideal,I,VVS1,62.2,58,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,6.5,6.54,4.06,1.01,RD,7532,GIA,"true"
LD02695620,21/07/2012,1875,0.5,Very Good,G,VS1,63.9,58,Slightly Thick to Thick,Very Good,Excellent,None,None,4.98,4.95,3.18,1.01,RD,3750,GIA,"true"
LD02608955,18/08/2012,1527,0.5,Very Good,I,VVS2,60.1,60,Very Thin to Slightly Thick,Very Good,Excellent,None,None,5.19,5.14,3.11,1.01,RD,3054,GIA,"true"
LD02681151,18/07/2012,799,0.31,Ideal,D,VVS2,60.8,56,Medium to Slightly Thick,Excellent,Very Good,None,None,4.41,4.39,2.68,1,RD,2577,GIA,"true"
LD02702835,27/07/2012,2357,0.5,Ideal,D,VS1,61.2,56,Thin to Medium,Excellent,Excellent,None,None,5.14,5.16,3.15,1,RD,4714,GIA,"true"
LD02723510,09/08/2012,1538,0.5,Ideal,G,VS2,61.6,56,Medium to Medium,Excellent,Excellent,None,None,5.13,5.1,3.15,1.01,RD,3076,GIA,"true"
LD02700613,25/07/2012,12411,1.31,Very Good,E,VS2,70.4,71,Thin to Slightly Thick,Excellent,Excellent,None,None,6.19,6.08,4.28,1.02,PR,9474,GIA,"true"
LD02666688,05/07/2012,514,0.31,Ideal,D,SI2,62,57,Medium to Slightly Thick,Excellent,Very Good,None,None,4.36,4.33,2.7,1.01,RD,1658,GIA,"true"
LD02654496,11/07/2012,3177,0.71,Ideal,G,VS2,62.4,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.7,5.67,3.55,1.01,RD,4475,GIA,"true"
LD02598688,01/07/2012,11847,1.15,Ideal,H,VVS1,61,58,Medium to Slightly Thick,Excellent,Excellent,None,Faint,6.75,6.72,4.11,1,RD,10302,GIA,"true"
LD02745944,23/08/2012,2069,0.5,Good,E,VVS1,63.6,54,Thick to Thick,Very Good,Excellent,Pointed,None,4.98,4.95,3.16,1.01,RD,4138,GIA,"true"
LD02666740,05/07/2012,565,0.33,Ideal,F,SI1,61,60,Medium to Slightly Thick,Excellent,Excellent,None,None,4.45,4.43,2.71,1,RD,1712,GIA,"true"
LD02698695,24/07/2012,678,0.34,Ideal,E,VS2,62.2,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.47,4.44,2.77,1.01,RD,1994,GIA,"true"
LD02710546,01/08/2012,2566,0.6,Ideal,H,VVS2,60.6,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.45,5.43,3.3,1,RD,4277,GIA,"true"
LD02734948,16/08/2012,35978,3.02,Very Good,I,VS1,58.6,58,Very Thin to Thick,Good,Good,Very Small,None,15.57,7.65,4.48,2.04,MQ,11913,GIA,"true"
LD02696990,22/07/2012,1428,0.61,Ideal,H,SI2,61.9,58,Medium to Slightly Thick,Excellent,Excellent,None,Faint,5.44,5.42,3.36,1,RD,2341,GIA,"true"
LD02767609,01/09/2012,625,0.4,Ideal,H,SI1,61.8,56,Medium to Slightly Thick,Very Good,Very Good,None,None,4.75,4.72,2.93,1.01,RD,1563,GIA,"true"
LD02710959,01/08/2012,8598,1.32,Very Good,G,SI1,67.6,61,Thick to Extremely Thick,Very Good,Excellent,None,None,6.18,6.02,4.07,1.03,CU,6514,GIA,"true"
LD02612402,08/07/2012,675,0.31,Ideal,E,VS1,59.4,60,Medium to Medium,Excellent,Excellent,None,None,4.43,4.42,2.63,1,RD,2177,GIA,"true"
LD02661881,01/07/2012,582,0.31,Ideal,I,VVS2,62.3,56,Medium to Medium,Excellent,Excellent,None,Faint,4.34,4.32,2.7,1,RD,1877,GIA,"true"
LD02730896,14/08/2012,4154,0.85,Ideal,H,VS1,62.5,56,Medium to Medium,Excellent,Excellent,None,None,6.06,6.1,3.8,1.01,RD,4887,GIA,"true"
LD02672775,10/07/2012,27272,2.03,Ideal,D,SI1,61.5,58,Medium to Slightly Thick,Excellent,Excellent,None,Medium Blue,8.09,8.14,5,1.01,RD,13434,GIA,"true"
LD02752635,27/08/2012,2878,0.7,Good,G,VS1,64.7,59,Thick to Very Thick,Very Good,Excellent,None,None,5.55,5.46,3.56,1.02,RD,4111,GIA,"true"
LD02661139,01/07/2012,3228,0.8,Very Good,I,VS2,62.2,61,Slightly Thick to Thick,Very Good,Very Good,None,None,5.93,5.89,3.68,1.01,RD,4035,GIA,"true"
LD02730969,14/08/2012,4318,0.76,Ideal,H,IF,60,57,Thin to Medium,Excellent,Excellent,None,None,5.95,5.99,3.58,1.01,RD,5682,GIA,"true"
LD02737906,18/08/2012,1025,0.4,Ideal,F,VVS2,59.2,61,Thin to Medium,Excellent,Excellent,None,None,4.83,4.81,2.85,1,RD,2563,GIA,"true"
LD02679190,13/07/2012,5342,1.25,Ideal,J,SI2,62,57,Medium to Medium,Excellent,Excellent,None,Strong Blue,6.9,6.86,4.27,1.01,RD,4274,GIA,"true"
LD02760901,29/08/2012,643,0.42,Ideal,H,SI2,60.5,59,Medium to Medium,Very Good,Excellent,None,None,4.85,4.88,2.94,1.01,RD,1531,GIA,"true"
LD02710062,01/08/2012,996,0.52,Very Good,H,SI1,66.2,56,Thick to Very Thick,Very Good,Excellent,None,None,5,4.35,2.88,1.15,CU,1915,GIA,"true"
LD02712100,02/08/2012,3102,0.81,Very Good,F,VS2,60.8,59,Thin to Slightly Thick,Good,Very Good,None,None,7.94,5.37,3.26,1.48,PS,3830,GIA,"true"
LD02768466,02/09/2012,1345,0.51,Ideal,H,SI1,62.1,56,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.11,5.1,3.17,1,RD,2637,GIA,"true"
LD02657970,07/07/2012,551,0.3,Very Good,F,VS1,64.7,56,Very Thin to Thick,Very Good,Very Good,None,None,4.18,4.2,2.71,1,RD,1837,GIA,"true"
LD02722120,08/08/2012,1235,0.5,Ideal,E,SI2,61.7,56,Thin to Slightly Thick,Excellent,Excellent,None,None,5.1,5.09,3.15,1,RD,2470,GIA,"true"
LD02736380,17/08/2012,7194,1.07,Ideal,G,SI1,59.8,60,Medium to Slightly Thick,Excellent,Excellent,None,None,6.63,6.67,3.98,1.01,RD,6723,GIA,"true"
LD02742386,22/08/2012,1957,0.5,Very Good,D,VS2,58.8,61,Thin to Medium,Excellent,Excellent,None,None,5.16,5.14,3.03,1,RD,3914,GIA,"true"
LD02718017,05/08/2012,2908,1,Very Good,J,SI1,68.9,63,Thin to Very Thick,Very Good,Excellent,None,Faint,5.94,5.26,3.63,1.13,CU,2908,GIA,"true"
LD02726588,10/08/2012,879,0.4,Ideal,F,VS2,61.4,55,Medium to Medium,Excellent,Very Good,None,None,4.78,4.77,2.93,1,RD,2198,GIA,"true"
LD02736654,18/08/2012,1984,0.81,Good,J,VS2,56.9,62,Slightly Thick to Extremely Thick,Very Good,Very Good,None,None,7.96,5.36,3.05,1.49,PS,2449,GIA,"true"
LD02696260,21/07/2012,4830,1.05,Ideal,H,SI2,62.7,56,Medium to Slightly Thick,Excellent,Excellent,None,Strong Blue,6.46,6.48,4.05,1,RD,4600,GIA,"true"
LD02643922,10/07/2012,603,0.3,Very Good,F,VVS2,63.8,55,Medium to Thick,Very Good,Excellent,None,None,4.21,4.23,2.69,1,RD,2010,GIA,"true"
LD02690028,18/07/2012,1494,0.51,Ideal,I,VS1,62.5,56,Thin to Slightly Thick,Excellent,Excellent,None,Faint,5.12,5.11,3.2,1,RD,2929,GIA,"true"
LD02750620,24/08/2012,1043,0.4,Ideal,H,VVS1,62.2,58,Medium to Slightly Thick,Very Good,Excellent,None,None,4.71,4.68,2.92,1.01,RD,2608,GIA,"true"
LD02688866,18/07/2012,791,0.3,Ideal,D,VS1,61.3,56,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,4.34,4.32,2.65,1,RD,2637,GIA,"true"
LD02661381,01/07/2012,524,0.3,Ideal,E,SI1,60.2,59,Medium to Slightly Thick,Excellent,Excellent,None,None,4.36,4.33,2.61,1.01,RD,1747,GIA,"true"
LD02697043,22/07/2012,1041,0.5,Very Good,J,VS2,64.3,54,Very Thin to Thick,Excellent,Excellent,None,None,4.99,4.96,3.2,1.01,RD,2082,GIA,"true"
LD02703122,27/07/2012,794,0.4,Ideal,E,SI1,62.5,55,Thin to Medium,Excellent,Excellent,None,None,4.74,4.77,2.97,1.01,RD,1985,GIA,"true"
LD02677229,11/07/2012,992,0.54,Good,G,SI1,77.2,67,Thin to Slightly Thick,Good,Good,None,None,4.51,4.3,3.32,1.05,PR,1837,GIA,"true"
LD02679237,24/07/2012,3630,0.56,Signature Ideal,D,IF,70.7,68,Medium to Medium,Excellent,Excellent,None,None,4.61,4.56,3.23,1.01,PR,6482,GIA,"true"
LD02722391,08/08/2012,1741,0.65,Very Good,H,VVS2,66.9,64,Thick to Thick,Very Good,Excellent,None,Faint,5.01,4.81,3.22,1.04,AS,2678,GIA,"false"
LD02745221,23/08/2012,749,0.3,Very Good,E,IF,59.8,64,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,4.34,4.32,2.59,1,RD,2497,GIA,"true"
LD02702000,27/07/2012,896,0.4,Ideal,D,VS2,59.8,61,Medium to Slightly Thick,Very Good,Very Good,None,None,4.75,4.77,2.85,1,RD,2240,GIA,"true"
LD02698034,25/07/2012,10175,1.22,Ideal,G,VS1,62,56,Medium to Slightly Thick,Excellent,Excellent,None,None,6.83,6.87,4.25,1.01,RD,8340,GIA,"true"
LD02711167,01/08/2012,614,0.4,Very Good,I,VS2,62.2,61,Slightly Thick to Thick,Excellent,Excellent,None,Strong,4.68,4.7,2.92,1,RD,1535,GIA,"true"
LD02740645,21/08/2012,1093,0.4,Ideal,E,VVS2,62.1,56,Medium to Slightly Thick,Very Good,Excellent,None,None,4.69,4.75,2.93,1.01,RD,2733,GIA,"true"
LD02732958,14/08/2012,3838,0.7,Very Good,F,VVS1,59.5,57,Medium to Thick,Very Good,Excellent,None,None,5.18,6.14,3.65,0.84,HS,5483,GIA,"true"
LD02663817,03/07/2012,654,0.31,Ideal,H,VVS1,61.1,57,Medium to Medium,Excellent,Excellent,None,None,4.36,4.4,2.68,1.01,RD,2110,GIA,"true"
LD02693302,21/07/2012,844,0.4,Ideal,G,VS2,62,58,Medium to Slightly Thick,Very Good,Excellent,None,None,4.68,4.71,2.91,1.01,RD,2110,GIA,"true"
LD02659056,30/06/2012,17178,2.07,Ideal,J,VS2,62,58,Medium to Slightly Thick,Excellent,Excellent,None,None,8.14,8.1,5.04,1,RD,8299,GIA,"true"
LD02680935,17/07/2012,1257,0.5,Very Good,F,SI1,63.5,59,Medium to Thick,Excellent,Excellent,None,Medium,5.02,5,3.18,1,RD,2514,GIA,"true"
LD02733516,15/08/2012,1016,0.4,Very Good,E,VS1,63.3,56,Slightly Thick to Slightly Thick,Excellent,Very Good,None,None,4.69,4.68,2.97,1,RD,2540,GIA,"true"
LD02694366,20/07/2012,4730,1,Good,H,VS1,80.3,76,Slightly Thick to Very Thick,Very Good,Excellent,None,None,5.3,5.14,4.13,1.03,PR,4730,GIA,"true"
LD02728566,11/08/2012,668,0.3,Ideal,D,VS1,62,58,Medium to Slightly Thick,Excellent,Very Good,None,None,4.3,4.29,2.66,1,RD,2227,GIA,"true"
LD02722138,08/08/2012,393,0.3,Very Good,I,SI1,60.9,61,Medium to Thick,Very Good,Excellent,None,Strong,4.33,4.26,2.62,1.02,RD,1310,GIA,"true"
LD02717461,05/08/2012,2611,0.7,Very Good,E,SI1,63.1,59,Medium to Thick,Excellent,Excellent,None,Strong,5.62,5.64,3.55,1,RD,3730,GIA,"true"
LD02761361,29/08/2012,1813,0.72,Fair,H,SI1,69.1,58,Medium to Very Thick,Very Good,Very Good,None,Medium,8.35,4.64,3.2,1.8,MQ,2518,GIA,"true"
LD02694951,27/07/2012,2933,0.52,Signature Ideal,E,VVS1,65.5,65,Slightly Thick to Slightly Thick,Excellent,Excellent,Very Small,None,5.32,4.06,2.66,1.31,EC,5640,GIA,"true"
LD02680744,17/07/2012,19567,1.5,Very Good,E,VS1,64.2,56,Slightly Thick to Thick,Excellent,Excellent,None,None,7.19,7.17,4.61,1,RD,13045,GIA,"true"
LD02747934,24/08/2012,4035,0.9,Good,G,SI1,75.6,79,Thick to Very Thick,Very Good,Excellent,None,None,5.48,5.13,3.88,1.07,PR,4483,GIA,"true"
LD02749428,24/08/2012,17972,2.02,Ideal,I,SI1,60.3,59,Medium to Slightly Thick,Excellent,Excellent,None,None,8.19,8.14,4.93,1.01,RD,8897,GIA,"true"
LD02675837,11/07/2012,634,0.3,Very Good,E,VS1,62.9,59,Thin to Slightly Thick,Very Good,Very Good,None,None,4.23,4.25,2.67,1,RD,2113,GIA,"false"
LD02768631,03/09/2012,537,0.34,Ideal,F,SI1,60.3,59,Medium to Slightly Thick,Excellent,Very Good,None,None,4.54,4.53,2.74,1,RD,1579,GIA,"true"
LD02765750,31/08/2012,398,0.3,Ideal,G,SI1,61.9,57,Medium to Slightly Thick,Excellent,Very Good,None,Medium,4.34,4.31,2.68,1.01,RD,1327,GIA,"true"
LD02722349,08/08/2012,1437,0.57,Very Good,I,IF,68.3,62,Slightly Thick to Thick,Very Good,Excellent,None,None,4.69,4.54,3.1,1.03,AS,2521,GIA,"false"
LD02730900,14/08/2012,3603,0.8,Ideal,H,VS2,62.8,57,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.89,5.91,3.7,1,RD,4504,GIA,"true"
LD02674217,10/07/2012,9427,1.05,Ideal,D,VS2,59.7,58,Medium to Medium,Excellent,Excellent,None,Strong,6.64,6.63,3.96,1,RD,8978,GIA,"true"
LD02764436,30/08/2012,642,0.3,Ideal,G,IF,60.4,61,Medium to Medium,Excellent,Very Good,None,None,4.36,4.34,2.63,1,RD,2140,GIA,"true"
LD02662819,03/07/2012,7804,1.25,Ideal,I,VS2,62.2,57,Medium to Medium,Excellent,Excellent,None,None,6.88,6.9,4.28,1,RD,6243,GIA,"true"
LD02729871,11/08/2012,2126,0.5,Ideal,F,VS1,61.4,56,Thin to Medium,Excellent,Excellent,None,None,5.13,5.15,3.16,1,RD,4252,GIA,"true"
LD02692699,21/07/2012,557,0.3,Good,H,VVS2,66.6,56,Thick to Very Thick,Excellent,Excellent,None,None,4.1,4.12,2.74,1,RD,1857,GIA,"true"
LD02735966,22/08/2012,658,0.34,Signature Ideal,H,VS2,61.8,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.47,4.49,2.77,1,RD,1935,GIA,"true"
LD02763643,30/08/2012,588,0.32,Ideal,F,VS2,62.5,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.37,4.39,2.74,1,RD,1838,GIA,"true"
LD02762333,29/08/2012,6636,1.26,Good,H,IF,71,58,Slightly Thick to Extremely Thick,Excellent,Excellent,None,None,6.71,5.59,3.97,1.2,CU,5267,GIA,"true"
LD02723336,09/08/2012,806,0.31,Ideal,E,IF,61.4,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.39,4.37,2.69,1,RD,2600,GIA,"true"
LD02693989,21/07/2012,1035,0.47,Very Good,E,VS2,64,57,Very Thin to Thick,Excellent,Excellent,None,Medium Blue,4.87,4.9,3.12,1.01,RD,2202,GIA,"true"
LD02700315,25/07/2012,2470,0.53,Ideal,G,VVS1,61,61,Medium to Slightly Thick,Excellent,Excellent,None,None,5.22,5.2,3.18,1,RD,4660,GIA,"true"
LD02739843,19/08/2012,2089,0.5,Ideal,G,VVS2,59,61,Medium to Medium,Excellent,Excellent,None,None,5.19,5.22,3.07,1.01,RD,4178,GIA,"true"
LD02681675,14/07/2012,5545,0.9,Very Good,F,VS1,61.6,59,Medium to Thick,Excellent,Excellent,None,Very Strong,6.14,6.15,3.79,1,RD,6161,GIA,"true"
LD02750914,25/08/2012,460,0.3,Ideal,E,SI1,60.9,57,Thin to Slightly Thick,Very Good,Very Good,None,None,4.35,4.33,2.64,1,RD,1533,GIA,"true"
LD02690053,18/07/2012,2868,0.6,Ideal,E,VS1,62,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.41,5.37,3.34,1.01,RD,4780,GIA,"true"
LD02728141,11/08/2012,3471,1,Good,J,VS1,68.6,65,Slightly Thick to Extremely Thick,Good,Excellent,None,None,6.38,5.28,3.62,1.21,CU,3471,GIA,"true"
LD02715937,05/08/2012,6397,1.05,Ideal,H,SI1,61.3,57,Medium to Slightly Thick,Excellent,Excellent,None,Faint,6.54,6.59,4.03,1.01,RD,6092,GIA,"true"
LD02723492,09/08/2012,2012,0.5,Ideal,F,VS1,62.6,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.08,5.06,3.17,1,RD,4024,GIA,"true"
LD02677202,11/07/2012,13164,1.5,Fair,F,VS1,71.1,62,Thick to Very Thick,Very Good,Excellent,None,None,6.31,6.09,4.33,1.04,CU,8776,GIA,"true"
LD02768118,03/09/2012,460,0.3,Ideal,E,SI1,60.6,59,Medium to Slightly Thick,Excellent,Very Good,None,None,4.36,4.34,2.63,1,RD,1533,GIA,"true"
LD02742625,22/08/2012,1787,0.57,Very Good,E,SI1,63.6,56,Thin to Medium,Very Good,Very Good,None,Faint,5.3,5.26,3.36,1.01,RD,3135,GIA,"true"
LD02727393,10/08/2012,134225,5.01,Good,G,VS2,70.4,63,Slightly Thick to Thick,Excellent,Excellent,None,None,10.82,8.35,5.88,1.3,EC,26791,GIA,"true"
LD02717246,05/08/2012,1070,0.51,Good,D,SI2,65.6,61,Very Thick to Very Thick,Very Good,Very Good,None,Strong,4.89,4.94,3.22,1.01,RD,2098,GIA,"true"
LD02715965,04/08/2012,7848,1.2,Ideal,G,SI1,62.2,56,Medium to Slightly Thick,Excellent,Excellent,None,None,6.76,6.81,4.22,1.01,RD,6540,GIA,"true"
LD02502600,12/07/2012,12695,1.35,Ideal,F,SI1,62.9,56,Medium to Slightly Thick,Excellent,Excellent,None,None,7.03,7.08,4.43,1.01,RD,9404,GIA,"true"
LD02706416,29/07/2012,5055,1,Ideal,J,VVS2,61.8,60,Medium to Slightly Thick,Excellent,Excellent,None,Strong Blue,6.44,6.39,3.97,1.01,RD,5055,GIA,"true"
LD02652935,01/07/2012,3878,0.9,Very Good,I,SI1,63.7,54,Slightly Thick to Thick,Excellent,Excellent,None,None,6.1,6.07,3.88,1,RD,4309,GIA,"true"
LD02739972,19/08/2012,1988,0.5,Ideal,E,VS1,60.5,61,Medium to Slightly Thick,Excellent,Very Good,None,None,5.09,5.12,3.09,1.01,RD,3976,GIA,"true"
LD02639758,01/07/2012,864,0.31,Ideal,F,IF,62.2,56,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,4.35,4.33,2.7,1,RD,2787,GIA,"true"
LD02663194,03/07/2012,1519,0.5,Very Good,H,VS2,61,62,Slightly Thick to Thick,Excellent,Excellent,None,None,5.11,5.09,3.11,1,RD,3038,GIA,"true"
LD02740320,20/08/2012,2434,0.71,Very Good,G,SI1,62.9,58,Medium to Thick,Very Good,Very Good,None,None,5.66,5.69,3.57,1.01,RD,3428,GIA,"true"
LD02644717,10/07/2012,2658,0.71,Very Good,E,SI2,63.8,58,Slightly Thick to Thick,Very Good,Excellent,None,Medium,5.58,5.62,3.58,1.01,RD,3744,GIA,"true"
LD02708931,01/08/2012,11400,1,Ideal,F,IF,61.8,58,Medium to Slightly Thick,Excellent,Excellent,None,Faint,6.39,6.44,3.96,1.01,RD,11400,GIA,"true"
LD02705249,28/07/2012,5394,1.01,Good,E,VS2,66,52,Extremely Thick to Extremely Thick,Very Good,Excellent,None,Faint,9.04,5.09,3.36,1.78,MQ,5341,GIA,"true"
LD02662068,01/07/2012,684,0.37,Ideal,E,SI1,59.7,59,Medium to Medium,Excellent,Excellent,None,None,4.71,4.68,2.8,1.01,RD,1849,GIA,"true"
LD02741700,21/08/2012,3428,0.8,Good,F,VVS2,78.2,65,Thick to Extremely Thick,Good,Very Good,None,None,4.85,4.83,3.78,1,PR,4285,GIA,"true"
LD02651583,10/07/2012,2944,0.7,Very Good,F,VS2,62.9,55,Medium to Slightly Thick,Very Good,Very Good,None,Medium,5.63,5.67,3.55,1.01,RD,4206,GIA,"true"
LD02664351,18/07/2012,1570,0.4,Ideal,E,IF,61.3,57,Medium to Slightly Thick,Very Good,Excellent,None,None,4.78,4.73,2.92,1.01,RD,3925,GIA,"true"
LD02653381,01/07/2012,1610,0.5,Ideal,E,SI1,62.7,56,Thin to Medium,Excellent,Excellent,None,Medium,5.1,5.06,3.19,1.01,RD,3220,GIA,"true"
LD02712053,02/08/2012,1904,0.54,Very Good,E,VVS1,61.4,58,Slightly Thick to Thick,Very Good,Very Good,None,Faint,7.11,4.59,2.82,1.55,PS,3526,GIA,"true"
LD02711509,01/08/2012,2187,0.7,Very Good,J,VVS1,64.6,58,Slightly Thick to Thick,Very Good,Excellent,None,Faint,5.54,5.6,3.6,1.01,RD,3124,GIA,"false"
LD02735160,16/08/2012,686,0.4,Ideal,F,SI1,60.5,60,Medium to Medium,Very Good,Excellent,None,None,4.77,4.81,2.9,1.01,RD,1715,GIA,"true"
LD02668302,06/07/2012,567,0.3,Ideal,E,VS2,61.8,58,Medium to Slightly Thick,Excellent,Excellent,None,None,4.31,4.29,2.66,1,RD,1890,GIA,"true"
LD02705232,28/07/2012,1745,0.53,Ideal,H,VS2,61.9,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.19,5.17,3.21,1,RD,3292,GIA,"true"
LD02658777,30/06/2012,683,0.31,Ideal,F,VVS1,61.2,57,Medium to Medium,Excellent,Very Good,None,Faint,4.39,4.41,2.69,1,RD,2203,GIA,"true"
LD02680823,18/07/2012,891,0.4,Ideal,F,VS2,61.9,57,Thin to Slightly Thick,Excellent,Excellent,None,None,4.74,4.71,2.92,1.01,RD,2228,GIA,"true"
LD02762629,29/08/2012,6039,1,Very Good,H,VS2,63.1,58,Medium to Thick,Very Good,Excellent,None,Faint,6.31,6.35,3.99,1.01,RD,6039,GIA,"false"
LD02691532,19/07/2012,2707,0.75,Ideal,I,SI1,62.5,56,Medium to Medium,Excellent,Excellent,None,None,5.83,5.79,3.63,1.01,RD,3609,GIA,"true"
