sku,fetch_date,price,carat,cut,color,clarity,depth,tableth,girdle,symmetry,polish,culet,fluorescence,length,width,height,lnwdthratio,shape,pricePerCarat,certLab,certPresent
LD02671175,08/07/2012,982,0.4,Ideal,D,VS2,62.2,57,Medium to Slightly Thick,Excellent,Excellent,None,Faint,4.71,4.69,2.92,1,RD,2455,GIA,"true"
LD02707723,31/07/2012,1071,0.4,Ideal,H,IF,60.4,62,Medium to Slightly Thick,Excellent,Excellent,None,None,4.78,4.75,2.88,1.01,RD,2678,GIA,"true"
LD02764027,30/08/2012,1849,0.52,Ideal,D,SI1,60.9,60,Medium to Slightly Thick,Excellent,Excellent,None,None,5.2,5.18,3.16,1,RD,3556,GIA,"true"
LD02739135,19/08/2012,633,0.3,Ideal,E,VS1,59.9,59,Medium to Slightly Thick,Excellent,Excellent,None,None,4.38,4.35,2.61,1.01,RD,2110,GIA,"true"
LD02702558,27/07/2012,2000,0.6,Ideal,F,SI1,62.3,57,Thin to Slightly Thick,Excellent,Excellent,None,None,5.41,5.38,3.36,1.01,RD,3333,GIA,"true"
LD02670481,07/07/2012,8667,1.01,Very Good,G,VS1,61.4,55,Medium to Slightly Thick,Excellent,Excellent,Small,Faint,6.43,6.39,3.94,1.01,RD,8581,GIA,"true"
LD02666284,05/07/2012,2389,0.6,Ideal,F,VS2,59.4,61,Medium to Slightly Thick,Excellent,Very Good,None,None,5.49,5.48,3.26,1,RD,3982,GIA,"true"
LD02678075,12/07/2012,16388,1.01,Ideal,E,VVS2,61.8,57,Medium to Medium,Excellent,Excellent,None,Faint,6.41,6.46,3.98,1.01,RD,16226,GIA,"true"
LD02677068,11/07/2012,404,0.31,Fair,G,VS2,72.1,57,Medium to Extremely Thick,Very Good,Excellent,None,None,3.84,3.83,2.76,1,RA,1303,GIA,"true"
LD02768914,02/09/2012,4478,0.9,Very Good,H,VS2,63.9,59,Slightly Thick to Thick,Excellent,Excellent,None,None,6.09,6.06,3.88,1,RD,4976,GIA,"true"
LD02759468,28/08/2012,4627,0.9,Ideal,D,SI2,62.3,58,Medium to Slightly Thick,Excellent,Very Good,None,None,6.16,6.18,3.85,1,RD,5141,GIA,"true"
LD02711639,02/08/2012,6340,1.01,Ideal,H,SI1,62.2,56,Medium to Slightly Thick,Excellent,Excellent,None,None,6.45,6.4,4,1.01,RD,6277,GIA,"true"
LD02669280,08/07/2012,1176,0.56,Ideal,I,SI1,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.23,5.27,3.27,1.01,RD,2100,GIA,"true"
LD02671064,08/07/2012,627,0.33,Ideal,E,VS2,62.1,55,Medium to Slightly Thick,Excellent,Very Good,None,None,4.44,4.43,2.75,1,RD,1900,GIA,"true"
LD02732746,14/08/2012,5927,1,Good,I,VS2,61.7,62,Slightly Thick to Thick,Very Good,Very Good,None,Faint,6.39,6.33,3.93,1.01,RD,5927,GIA,"true"
LD02760361,28/08/2012,762,0.4,Ideal,D,SI2,62.6,57,Medium to Slightly Thick,Very Good,Excellent,None,None,4.76,4.71,2.97,1.01,RD,1905,GIA,"true"
LD02747214,23/08/2012,10004,1.07,Ideal,F,VS2,62,57,Medium to Slightly Thick,Excellent,Excellent,None,None,6.55,6.58,4.07,1,RD,9350,GIA,"true"
LD02698974,24/07/2012,1470,0.5,Good,E,VS2,65.9,55,Thick to Very Thick,Good,Excellent,None,None,4.85,4.92,3.22,1.01,RD,2940,GIA,"false"
LD02677304,12/07/2012,1731,0.44,Ideal,D,VVS1,62.1,57,Thin to Slightly Thick,Very Good,Very Good,None,None,4.88,4.93,3.05,1.01,RD,3934,GIA,"true"
LD02697141,23/07/2012,500,0.3,Ideal,F,SI1,62.5,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.3,4.29,2.69,1,RD,1667,GIA,"true"
LD02702187,27/07/2012,2445,0.5,Very Good,D,VVS2,62.5,59,Medium to Thick,Very Good,Good,None,None,5.07,5.05,3.16,1,RD,4890,GIA,"true"
LD02747690,24/08/2012,5032,0.8,Ideal,G,VVS2,61.6,58,Thin to Medium,Excellent,Excellent,Very Small,None,5.96,6,3.68,1.01,RD,6290,GIA,"true"
LD02716340,04/08/2012,6273,1.04,Ideal,I,VS2,62.5,57,Medium to Slightly Thick,Excellent,Excellent,None,None,6.46,6.52,4.06,1.01,RD,6032,GIA,"true"
LD02729706,11/08/2012,3789,0.7,Ideal,G,VVS2,61.9,55,Medium to Slightly Thick,Excellent,Excellent,None,None,5.72,5.7,3.54,1,RD,5413,GIA,"true"
LD02667469,06/07/2012,8797,1.08,Ideal,I,IF,61.9,58,Medium to Slightly Thick,Excellent,Excellent,None,None,6.55,6.57,4.06,1,RD,8145,GIA,"true"
LD02682834,14/07/2012,1793,0.5,Ideal,G,VS2,62,57,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.09,5.08,3.15,1,RD,3586,GIA,"true"
LD02735947,16/08/2012,713,0.3,Ideal,H,VS1,62,58,Medium to Slightly Thick,Excellent,Excellent,None,None,4.31,4.33,2.68,1,RD,2377,GIA,"true"
LD02733260,17/08/2012,14263,1.83,Very Good,G,SI1,62.8,61,Slightly Thick to Very Thick,Very Good,Excellent,None,None,7.48,6.75,4.24,1.11,CU,7794,GIA,"true"
LD02702198,27/07/2012,432,0.3,Good,F,VS2,66,59,Medium to Slightly Thick,Good,Excellent,None,None,4.12,4.15,2.73,1.01,RD,1440,GIA,"true"
LD02735214,16/08/2012,514,0.3,Very Good,E,VS1,61.2,63,Slightly Thick to Thick,Good,Good,None,None,4.29,4.33,2.64,1.01,RD,1713,GIA,"true"
LD02751097,25/08/2012,512,0.34,Ideal,F,SI1,60.9,57,Medium to Medium,Excellent,Very Good,None,None,4.55,4.52,2.76,1.01,RD,1506,GIA,"true"
LD02670339,07/07/2012,4105,0.9,Ideal,F,SI1,62,58,Thin to Medium,Excellent,Excellent,None,Very Strong,6.2,6.19,3.84,1,RD,4561,GIA,"true"
LD02679048,13/07/2012,5554,1.01,Very Good,I,VS2,63.9,57,Medium to Thick,Very Good,Excellent,None,Medium,6.33,6.27,4.03,1.01,RD,5499,GIA,"true"
LD02767556,01/09/2012,6695,1.41,Good,H,SI2,79.9,66,Very Thick to Very Thick,Good,Very Good,None,None,5.87,5.79,4.63,1.01,PR,4748,GIA,"true"
LD02747388,23/08/2012,2085,0.51,Ideal,F,VS1,62,55,Thin to Medium,Excellent,Excellent,None,None,5.12,5.15,3.19,1.01,RD,4088,GIA,"true"
LD02712346,02/08/2012,1428,0.5,Very Good,H,VS2,64.5,57,Slightly Thick to Thick,Excellent,Excellent,None,None,4.97,4.95,3.2,1,RD,2856,GIA,"true"
LD02676043,11/07/2012,644,0.3,Very Good,D,VS2,60.3,59,Medium to Thick,Very Good,Very Good,None,None,4.32,4.35,2.61,1.01,RD,2147,GIA,"false"
LD02658192,11/07/2012,679,0.3,Very Good,G,IF,62,57,Slightly Thick to Thick,Excellent,Excellent,None,None,4.27,4.29,2.65,1,RD,2263,GIA,"true"
LD02732097,15/08/2012,1551,0.7,Good,J,SI2,65,57,Medium to Thick,Excellent,Excellent,None,Strong,5.54,5.52,3.59,1,RD,2216,GIA,"true"
LD02688245,18/07/2012,464,0.26,Good,E,VVS1,64.5,58,Slightly Thick to Thick,Excellent,Very Good,None,None,4.03,4.06,2.61,1.01,RD,1785,GIA,"true"
LD02664053,04/07/2012,16175,1.01,Good,D,IF,65.4,55,Slightly Thick to Extremely Thick,Good,Very Good,None,None,7.97,5.46,3.57,1.46,OV,16015,GIA,"true"
LD02651789,10/07/2012,962,0.41,Ideal,F,VS2,62.6,55,Thin to Medium,Excellent,Excellent,None,None,4.75,4.78,2.98,1.01,RD,2346,GIA,"true"
LD02721678,08/08/2012,766,0.41,Good,F,VVS2,64.2,74,Very Thick to Very Thick,Very Good,Excellent,None,None,5.09,3.76,2.41,1.35,EC,1868,GIA,"true"
LD02682289,14/07/2012,535,0.3,Very Good,I,VVS2,61.3,57,Thin to Slightly Thick,Very Good,Good,None,None,4.31,4.33,2.65,1,RD,1783,GIA,"true"
LD02709526,09/08/2012,3829,0.72,Ideal,F,VVS2,60.8,60,Medium to Medium,Excellent,Excellent,None,None,5.78,5.76,3.51,1,RD,5318,GIA,"true"
LD02721366,08/08/2012,3550,0.71,Very Good,E,VS1,64,56,Medium to Slightly Thick,Excellent,Very Good,None,None,5.67,5.62,3.61,1.01,RD,5000,GIA,"true"
LD02659613,21/07/2012,696,0.3,Good,D,VS1,61.8,59,Slightly Thick to Very Thick,Very Good,Very Good,None,Medium,4.26,4.24,2.63,1,RD,2320,GIA,"true"
LD02666705,05/07/2012,621,0.3,Ideal,E,VS2,59.7,59,Medium to Medium,Excellent,Excellent,None,None,4.38,4.37,2.61,1,RD,2070,GIA,"true"
LD02740751,21/08/2012,5800,1.08,Ideal,I,SI1,62.8,55,Medium to Slightly Thick,Excellent,Excellent,None,None,6.55,6.52,4.11,1,RD,5370,GIA,"true"
LD02688418,18/07/2012,703,0.34,Very Good,G,VVS1,60.5,62,Medium to Slightly Thick,Very Good,Very Good,None,None,4.51,4.48,2.72,1.01,RD,2068,GIA,"true"
LD02719530,07/08/2012,1056,0.47,Good,F,VS1,77.3,71,Very Thin to Very Thick,Good,Very Good,None,None,4.64,3.95,3.06,1.17,PR,2247,GIA,"true"
LD02622240,07/07/2012,8818,1.01,Ideal,G,VS1,62.4,57,Medium to Slightly Thick,Excellent,Excellent,None,None,6.43,6.38,3.99,1.01,RD,8731,GIA,"true"
LD02660003,30/06/2012,2467,0.7,Ideal,J,VS1,62.1,53,Thin to Medium,Excellent,Excellent,None,None,5.75,5.7,3.56,1.01,RD,3524,GIA,"true"
LD02727223,10/08/2012,2272,0.72,Ideal,I,SI1,62.6,55,Medium to Slightly Thick,Excellent,Very Good,None,Faint,5.73,5.71,3.59,1,RD,3156,GIA,"true"
LD02688860,18/07/2012,771,0.3,Ideal,E,VVS1,62.9,57,Medium to Slightly Thick,Very Good,Very Good,Pointed,None,4.27,4.26,2.68,1,RD,2570,GIA,"true"
LD02735904,16/08/2012,7506,1.01,Good,E,VVS1,77.8,73,Medium to Medium,Good,Very Good,None,None,5.5,5.27,4.1,1.04,PR,7432,GIA,"true"
LD02748119,24/08/2012,10707,1.5,Very Good,G,VS2,68.6,68,Thick to Very Thick,Very Good,Excellent,None,Faint,7.37,5.68,3.9,1.3,RA,7138,GIA,"true"
LD02681539,13/07/2012,1756,0.5,Ideal,D,SI1,61.8,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.08,5.11,3.15,1.01,RD,3512,GIA,"true"
LD02719884,07/08/2012,5940,1.05,Good,G,VS2,60.7,66,Very Thin to Medium,Very Good,Excellent,None,Faint,6.54,6.58,3.99,1.01,RD,5657,GIA,"true"
LD02721299,08/08/2012,1704,0.53,Ideal,I,VVS2,61,60,Thin to Slightly Thick,Very Good,Excellent,None,None,5.23,5.18,3.18,1.01,RD,3215,GIA,"true"
LD02721199,08/08/2012,1419,0.51,Very Good,E,SI1,64.2,55,Medium to Slightly Thick,Very Good,Excellent,None,Medium,5.1,5.03,3.25,1.01,RD,2782,GIA,"true"
LD02748954,24/08/2012,531,0.34,Very Good,D,VS2,68.8,74,Medium to Thick,Very Good,Very Good,None,None,4,3.86,2.66,1.04,PR,1562,GIA,"true"
LD02691989,20/07/2012,5233,1.01,Very Good,I,SI1,64.2,56,Slightly Thick to Thick,Excellent,Excellent,None,None,6.28,6.26,4.03,1,RD,5181,GIA,"true"
LD02709634,01/08/2012,5007,1,Very Good,J,VVS1,63,55,Medium to Slightly Thick,Excellent,Very Good,None,None,6.35,6.36,4,1,RD,5007,GIA,"true"
LD02759629,28/08/2012,6481,1.1,Ideal,F,SI2,60.7,56,Medium to Medium,Excellent,Very Good,None,None,6.72,6.69,4.07,1,RD,5892,GIA,"true"
LD02722551,08/08/2012,1077,0.45,Very Good,E,VS2,61.1,59,Very Thin to Slightly Thick,Very Good,Excellent,None,None,4.96,4.93,3.02,1.01,RD,2393,GIA,"true"
LD02669131,08/07/2012,435,0.3,Ideal,I,SI1,62.6,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.24,4.28,2.67,1.01,RD,1450,GIA,"true"
LD02764936,31/08/2012,679,0.4,Ideal,I,SI1,62.3,55,Medium to Medium,Excellent,Excellent,None,Faint,4.72,4.75,2.95,1.01,RD,1698,GIA,"true"
LD02664807,04/07/2012,10729,1.01,Very Good,F,VS2,62.7,57,Thin to Thick,Very Good,Excellent,None,None,6.34,6.42,4,1.01,RD,10623,GIA,"true"
LD02652091,10/07/2012,3017,0.72,Ideal,G,SI1,62.4,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.71,5.75,3.58,1.01,RD,4190,GIA,"true"
LD02730421,12/08/2012,1068,0.41,Ideal,G,VVS1,62.3,57,Medium to Slightly Thick,Excellent,Very Good,None,None,4.78,4.75,2.97,1.01,RD,2605,GIA,"true"
LD02763161,30/08/2012,2668,0.6,Ideal,G,VVS2,61.4,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.4,5.41,3.32,1,RD,4447,GIA,"true"
LD02744644,23/08/2012,560,0.3,Ideal,F,VS1,61.2,58,Medium to Slightly Thick,Excellent,Excellent,None,None,4.29,4.31,2.63,1,RD,1867,GIA,"true"
LD02704541,28/07/2012,16198,1.01,Ideal,E,IF,60.2,59,Medium to Slightly Thick,Excellent,Excellent,None,None,6.52,6.48,3.92,1.01,RD,16038,GIA,"true"
LD02698909,25/07/2012,1158,0.5,Good,E,SI1,64.4,56,Slightly Thick to Very Thick,Good,Excellent,None,Medium,4.91,4.95,3.18,1.01,RD,2316,GIA,"true"
LD02718762,06/08/2012,10871,1.5,Ideal,H,VS2,60.2,58,Medium to Medium,Excellent,Excellent,None,Strong,7.42,7.46,4.47,1.01,RD,7247,GIA,"true"
LD02670736,08/07/2012,2983,0.71,Very Good,D,SI2,62.8,59,Slightly Thick to Thick,Excellent,Excellent,None,None,5.62,5.6,3.52,1,RD,4201,GIA,"true"
LD02689347,18/07/2012,11992,1.02,Ideal,G,VVS1,62.3,54,Thin to Slightly Thick,Excellent,Excellent,None,None,6.48,6.44,4.02,1.01,RD,11757,GIA,"true"
LD02695078,22/07/2012,4235,0.8,Ideal,G,VS1,62.5,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.92,5.95,3.71,1.01,RD,5294,GIA,"true"
LD02739964,19/08/2012,2175,0.65,Ideal,G,VS2,61.6,58,Medium to Medium,Very Good,Excellent,None,None,5.56,5.59,3.43,1.01,RD,3346,GIA,"true"
LD02681616,13/07/2012,2382,0.7,Very Good,I,VS1,60.1,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.75,5.77,3.46,1,RD,3403,GIA,"true"
LD02681038,19/07/2012,1134,0.5,Very Good,G,SI2,63.8,58,Slightly Thick to Thick,Excellent,Excellent,None,None,5,4.98,3.18,1,RD,2268,GIA,"true"
LD02674631,10/07/2012,489,0.33,Very Good,I,VVS2,71.2,68,Medium to Slightly Thick,Very Good,Excellent,None,None,4,3.8,2.71,1.05,PR,1482,GIA,"true"
LD02677673,12/07/2012,4458,0.93,Good,F,VS1,66.6,55,Very Thick to Extremely Thick,Very Good,Very Good,None,None,7.79,5.37,3.58,1.45,PS,4794,GIA,"true"
LD02748965,24/08/2012,18228,1.74,Good,E,VS2,67.9,65,Medium to Very Thick,Very Good,Excellent,None,None,7.63,6.51,4.42,1.17,CU,10476,GIA,"true"
LD02750067,24/08/2012,4992,1,Good,D,VS1,72.4,72,Thick to Very Thick,Good,Very Good,Pointed,None,6.38,5.11,3.7,1.25,EC,4992,GIA,"true"
LD02745848,23/08/2012,1226,0.4,Ideal,E,VVS2,62,58,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,4.72,4.69,2.92,1.01,RD,3065,GIA,"true"
LD02738426,18/08/2012,2989,1.13,Very Good,I,SI2,66.9,64,Thick to Very Thick,Very Good,Excellent,None,None,7.14,4.77,3.19,1.5,EC,2645,GIA,"true"
LD02698590,24/07/2012,7008,1.06,Good,E,VVS2,66.9,66,Slightly Thick to Very Thick,Very Good,Excellent,None,None,6.16,5.4,3.61,1.14,CU,6611,GIA,"true"
LD02724341,09/08/2012,1684,0.6,Very Good,G,SI1,63.5,58,Slightly Thick to Thick,Excellent,Excellent,None,None,5.32,5.28,3.37,1.01,RD,2807,GIA,"true"
LD02739381,19/08/2012,660,0.3,Ideal,F,VVS2,59.2,60,Medium to Slightly Thick,Excellent,Excellent,None,None,4.39,4.38,2.6,1,RD,2200,GIA,"true"
LD02715540,04/08/2012,372,0.3,Very Good,I,SI2,63.8,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.25,4.27,2.72,1,RD,1240,GIA,"true"
LD02716865,04/08/2012,6122,1.01,Very Good,J,VVS1,58.2,61,Medium to Slightly Thick,Excellent,Excellent,None,None,6.59,6.56,3.83,1,RD,6061,GIA,"true"
LD02745816,23/08/2012,2786,0.6,Very Good,H,IF,60,61,Slightly Thick to Slightly Thick,Very Good,Excellent,Pointed,None,5.44,5.43,3.26,1,RD,4643,GIA,"true"
LD02692736,21/07/2012,1134,0.4,Ideal,E,VVS2,62.4,56,Medium to Medium,Excellent,Excellent,None,None,4.74,4.75,2.96,1,RD,2835,GIA,"true"
LD02657547,07/07/2012,740,0.34,Very Good,F,VVS2,64,55,Slightly Thick to Thick,Excellent,Excellent,None,None,4.37,4.39,2.8,1,RD,2176,GIA,"true"
LD02727346,10/08/2012,3427,1.01,Very Good,G,SI2,63.2,55,Thick to Very Thick,Very Good,Very Good,None,Strong Blue,10.49,5.1,3.22,2.06,MQ,3393,GIA,"true"
LD02765597,31/08/2012,10301,1.25,Ideal,F,VS1,62.6,57,Medium to Slightly Thick,Excellent,Excellent,None,Medium Blue,6.89,6.86,4.31,1,RD,8241,GIA,"true"
LD02742974,22/08/2012,8641,1.3,Ideal,I,VS1,60.5,59,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,7.08,7.05,4.27,1,RD,6647,GIA,"true"
LD02671049,08/07/2012,638,0.32,Ideal,F,VS1,60.6,60,Medium to Slightly Thick,Excellent,Excellent,None,None,4.46,4.43,2.69,1.01,RD,1994,GIA,"true"
LD02694506,20/07/2012,3378,0.9,Good,I,SI1,65,55,Slightly Thick to Very Thick,Very Good,Very Good,None,None,6.03,6.01,3.91,1,RD,3753,GIA,"true"
LD02672538,09/07/2012,2547,0.7,Good,F,VVS1,72.4,64,Slightly Thick to Thick,Very Good,Excellent,None,Faint,5.49,4.37,3.17,1.26,EC,3639,GIA,"true"
LD02645586,10/07/2012,1346,0.42,Ideal,E,VVS1,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.77,4.8,2.98,1.01,RD,3205,GIA,"true"
LD02661540,01/07/2012,2423,0.62,Ideal,G,VS1,62.7,56,Medium to Medium,Excellent,Excellent,None,Strong,5.46,5.44,3.42,1,RD,3908,GIA,"true"
LD02651449,10/07/2012,1699,0.5,Very Good,D,SI1,63.8,56,Medium to Thick,Very Good,Very Good,None,None,5,5.02,3.2,1,RD,3398,GIA,"true"
LD02711404,01/08/2012,5652,0.9,Very Good,E,VS1,64.7,56,Medium to Slightly Thick,Excellent,Excellent,None,None,6.03,6.09,3.92,1.01,RD,6280,GIA,"true"
LD02747420,23/08/2012,2467,0.58,Ideal,F,VVS2,62,54,Thin to Medium,Excellent,Excellent,None,Faint,5.34,5.38,3.33,1.01,RD,4253,GIA,"true"
LD02687112,17/07/2012,1715,0.5,Ideal,I,VVS2,62.4,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.09,5.06,3.17,1.01,RD,3430,GIA,"true"
LD02732213,14/08/2012,2947,0.71,Ideal,H,VS1,62.8,55,Medium to Slightly Thick,Excellent,Excellent,None,Strong,5.71,5.67,3.57,1.01,RD,4151,GIA,"true"
LD02692094,19/07/2012,2455,0.5,Ideal,E,VVS2,61.4,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.12,5.1,3.14,1,RD,4910,GIA,"true"
LD02718963,07/08/2012,1301,0.47,Ideal,D,VS2,61,56,Medium to Medium,Very Good,Excellent,None,None,5,5.03,3.06,1.01,RD,2768,GIA,"true"
LD02684816,17/07/2012,3758,0.9,Fair,G,VS2,75.8,56,Thin to Slightly Thick,Very Good,Very Good,None,None,6.84,4.36,3.3,1.57,EC,4176,GIA,"true"
LD02666779,05/07/2012,2120,0.5,Very Good,E,VS1,63.8,57,Slightly Thick to Thick,Excellent,Excellent,None,None,5.02,4.98,3.19,1.01,RD,4240,GIA,"true"
LD02707132,31/07/2012,8339,1.01,Very Good,F,VS2,62.9,58,Medium to Thick,Very Good,Excellent,None,None,6.36,6.31,3.99,1.01,RD,8256,GIA,"true"
LD02667430,06/07/2012,17624,1.07,Ideal,D,VVS2,60.8,58,Medium to Medium,Excellent,Excellent,None,None,6.61,6.64,4.03,1,RD,16471,GIA,"true"
LD02747126,23/08/2012,5912,0.7,Ideal,D,VVS1,62.5,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.65,5.68,3.54,1.01,RD,8446,GIA,"true"
LD02717248,05/08/2012,1311,0.51,Good,G,VS2,64.3,63,Very Thick to Very Thick,Excellent,Very Good,None,Faint,4.93,4.95,3.18,1,RD,2571,GIA,"true"
LD02668722,06/07/2012,2414,0.75,Very Good,I,SI1,73.9,74,Extremely Thin to Very Thick,Very Good,Excellent,None,None,4.92,4.88,3.61,1.01,PR,3219,GIA,"true"
LD02644163,11/07/2012,1238,0.4,Ideal,G,IF,61.7,55,Thin to Medium,Excellent,Excellent,None,None,4.75,4.78,2.94,1.01,RD,3095,GIA,"true"
LD02676032,11/07/2012,490,0.3,Very Good,E,SI1,62.3,60,Medium to Slightly Thick,Very Good,Very Good,None,None,4.26,4.28,2.66,1,RD,1633,GIA,"false"
LD02748397,24/08/2012,1242,0.5,Good,H,VS2,64.9,60,Slightly Thick to Very Thick,Very Good,Excellent,None,None,4.93,4.91,3.2,1,RD,2484,GIA,"true"
LD02659573,18/07/2012,1026,0.4,Very Good,F,VS1,62.6,59,Medium to Slightly Thick,Very Good,Excellent,None,None,4.73,4.7,2.96,1.01,RD,2565,GIA,"true"
LD02660426,01/07/2012,2974,0.9,Good,F,VS1,81.8,70,Very Thick to Extremely Thick,Very Good,Very Good,None,None,4.98,4.96,4.06,1,PR,3304,GIA,"true"
LD02721353,08/08/2012,585,0.4,Very Good,J,VS2,62.4,60,Slightly Thick to Thick,Very Good,Very Good,None,None,4.69,4.64,2.91,1.01,RD,1463,GIA,"true"
LD02662954,03/07/2012,820,0.43,Very Good,E,VS2,70.7,69,Slightly Thick to Thick,Excellent,Excellent,None,None,4.14,4.13,2.92,1,PR,1907,GIA,"true"
LD02704562,28/07/2012,2935,0.72,Ideal,H,VS1,62.6,57,Medium to Medium,Excellent,Excellent,None,None,5.75,5.71,3.59,1.01,RD,4076,GIA,"true"
LD02762160,29/08/2012,9808,1.01,Ideal,F,VS1,60.2,58,Medium to Medium,Excellent,Excellent,None,Faint,6.52,6.5,3.92,1,RD,9711,GIA,"true"
LD02764298,30/08/2012,9810,1.52,Very Good,H,SI2,63.7,57,Medium to Slightly Thick,Excellent,Excellent,None,None,7.26,7.29,4.63,1,RD,6454,GIA,"true"
LD02700173,25/07/2012,1234,0.5,Very Good,J,VS1,59.8,60,Slightly Thick to Thick,Very Good,Very Good,None,None,5.13,5.12,3.07,1,RD,2468,GIA,"true"
LD02736200,16/08/2012,13834,1.6,Ideal,I,VVS2,62.4,57,Medium to Slightly Thick,Very Good,Excellent,None,None,7.5,7.46,4.67,1.01,RD,8646,GIA,"true"
LD02766058,31/08/2012,39810,2.01,Ideal,G,IF,61.2,58,Medium to Slightly Thick,Excellent,Excellent,None,None,8.08,8.12,4.96,1,RD,19806,GIA,"true"
LD02765968,31/08/2012,2045,0.5,Ideal,F,VS1,62.2,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.09,5.11,3.17,1,RD,4090,GIA,"true"
LD02709263,01/08/2012,4732,0.97,Very Good,D,VS2,57.9,56,Thick to Extremely Thick,Very Good,Good,None,Faint,11.49,4.9,2.84,2.34,MQ,4878,GIA,"true"
LD02682995,14/07/2012,4178,0.92,Very Good,G,VS1,62,64,Medium to Slightly Thick,Very Good,Excellent,None,None,6.68,4.96,3.08,1.35,EC,4541,GIA,"true"
LD02719719,07/08/2012,1477,0.5,Good,D,VS2,77.5,69,Very Thick to Very Thick,Very Good,Very Good,None,None,4.17,4.13,3.2,1.01,PR,2954,GIA,"true"
LD02725391,09/08/2012,590,0.4,Very Good,I,VS2,73.2,71,Thin to Slightly Thick,Very Good,Excellent,None,None,4.11,4,2.93,1.03,PR,1475,GIA,"false"
LD02699912,25/07/2012,6501,1.07,Ideal,E,SI2,61,59,Medium to Slightly Thick,Very Good,Excellent,None,None,6.55,6.58,4,1,RD,6076,GIA,"true"
LD02709874,01/08/2012,382,0.25,Very Good,G,VS1,59.9,61,Slightly Thick to Thick,Excellent,Very Good,None,None,4.1,4.08,2.45,1,RD,1528,GIA,"true"
LD02656427,07/07/2012,534,0.34,Very Good,F,VS2,63.5,55,Medium to Slightly Thick,Very Good,Very Good,None,Medium,4.43,4.45,2.82,1,RD,1571,GIA,"true"
LD02626924,03/07/2012,2475,0.5,Ideal,G,VVS1,60.9,58,Medium to Slightly Thick,Very Good,Very Good,None,None,5.11,5.13,3.12,1,RD,4950,GIA,"true"
LD02700667,26/07/2012,14739,1.07,Ideal,D,VVS2,61.7,57,Slightly Thick to Slightly Thick,Excellent,Excellent,None,Medium,6.55,6.53,4.04,1,RD,13775,GIA,"true"
LD02670908,08/07/2012,1050,0.46,Very Good,F,VS1,63.8,57,Medium to Slightly Thick,Very Good,Very Good,None,None,4.88,4.83,3.1,1.01,RD,2283,GIA,"true"
LD02744874,23/08/2012,395,0.3,Ideal,J,SI1,61.6,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.3,4.32,2.65,1,RD,1317,GIA,"true"
LD02723982,09/08/2012,562,0.31,Very Good,D,VS2,58.6,61,Thin to Medium,Very Good,Very Good,None,None,4.46,4.48,2.62,1,RD,1813,GIA,"true"
LD02660109,30/06/2012,1888,0.6,Ideal,H,VS2,62,59,Thin to Slightly Thick,Very Good,Very Good,None,None,5.41,5.38,3.35,1.01,RD,3147,GIA,"true"
LD02673336,16/07/2012,7236,1.02,Very Good,H,VS2,62.8,58,Thin to Thick,Very Good,Very Good,None,Faint,6.38,6.41,4.02,1,RD,7094,GIA,"true"
LD02658218,07/07/2012,562,0.3,Very Good,E,VS2,59.9,59,Slightly Thick to Thick,Excellent,Very Good,None,Faint,4.33,4.34,2.6,1,RD,1873,GIA,"true"
LD02769043,03/09/2012,1058,0.52,Ideal,J,SI1,62.3,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.15,5.13,3.2,1,RD,2035,GIA,"true"
LD02657996,11/07/2012,784,0.31,Ideal,F,VVS1,62.7,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.31,4.33,2.71,1,RD,2529,GIA,"true"
LD02731142,14/08/2012,712,0.3,Ideal,G,VVS2,62.2,55,Thin to Slightly Thick,Excellent,Excellent,None,None,4.27,4.3,2.67,1.01,RD,2373,GIA,"true"
LD02762047,29/08/2012,2596,0.74,Very Good,E,SI1,66.5,64,Slightly Thick to Extremely Thick,Very Good,Excellent,None,None,5.38,5.13,3.41,1.05,CU,3508,GIA,"true"
LD02657931,07/07/2012,728,0.3,Very Good,E,VVS2,62.1,57,Slightly Thick to Thick,Excellent,Excellent,None,None,4.26,4.29,2.66,1.01,RD,2427,GIA,"true"
